src,slice_num,img_slice,mask_slice,mask_mean_0,mask_mean_1,mask_mean_2,img_mean,lng,lat,partition
2,168,og_dataset/splits/train/slice_2_img_168.npy,og_dataset/splits/train/slice_2_mask_168.npy,0.0,0.0,0.0,311.0831604003906,211011.70240948652,3581859.29645094,train
2,171,og_dataset/splits/train/slice_2_img_171.npy,og_dataset/splits/train/slice_2_mask_171.npy,0.11228179931640625,0.08050155639648438,0.031780242919921875,486.9031982421875,256557.44733190362,3581859.29645094,train
2,172,og_dataset/splits/train/slice_2_img_172.npy,og_dataset/splits/train/slice_2_mask_172.npy,0.2885169982910156,0.25292205810546875,0.035594940185546875,530.1808471679688,271739.36230604263,3581859.29645094,train
2,173,og_dataset/splits/dev/slice_2_img_173.npy,og_dataset/splits/dev/slice_2_mask_173.npy,0.1911163330078125,0.17386245727539062,0.017253875732421875,515.3004760742188,286921.27728018165,3581859.29645094,dev
2,181,og_dataset/splits/train/slice_2_img_181.npy,og_dataset/splits/train/slice_2_mask_181.npy,0.0,0.0,0.0,149.75344848632812,180647.87246120855,3597041.4091858035,train
2,182,og_dataset/splits/train/slice_2_img_182.npy,og_dataset/splits/train/slice_2_mask_182.npy,0.0,0.0,0.0,158.6294708251953,195829.78743534753,3597041.4091858035,train
2,183,og_dataset/splits/train/slice_2_img_183.npy,og_dataset/splits/train/slice_2_mask_183.npy,0.0,0.0,0.0,160.26409912109375,211011.70240948652,3597041.4091858035,train
2,187,og_dataset/splits/train/slice_2_img_187.npy,og_dataset/splits/train/slice_2_mask_187.npy,0.20768356323242188,0.19957351684570312,0.00811004638671875,496.1694030761719,271739.36230604263,3597041.4091858035,train
2,190,og_dataset/splits/train/slice_2_img_190.npy,og_dataset/splits/train/slice_2_mask_190.npy,0.23496627807617188,0.20465087890625,0.030315399169921875,543.7766723632812,317285.10722845973,3597041.4091858035,train
2,191,og_dataset/splits/train/slice_2_img_191.npy,og_dataset/splits/train/slice_2_mask_191.npy,0.37276458740234375,0.32860565185546875,0.044158935546875,573.3521118164062,332467.02220259875,3597041.4091858035,train
2,192,og_dataset/splits/train/slice_2_img_192.npy,og_dataset/splits/train/slice_2_mask_192.npy,0.127838134765625,0.12526702880859375,0.00257110595703125,373.2439880371094,347648.9371767377,3597041.4091858035,train
2,195,og_dataset/splits/train/slice_2_img_195.npy,og_dataset/splits/train/slice_2_mask_195.npy,0.0,0.0,0.0,165.2851104736328,165465.9574870695,3612223.521920668,train
2,199,og_dataset/splits/train/slice_2_img_199.npy,og_dataset/splits/train/slice_2_mask_199.npy,0.0,0.0,0.0,121.35810852050781,226193.6173836256,3612223.521920668,train
2,204,og_dataset/splits/train/slice_2_img_204.npy,og_dataset/splits/train/slice_2_mask_204.npy,0.26963043212890625,0.22016143798828125,0.049468994140625,464.05059814453125,302103.1922543207,3612223.521920668,train
2,205,og_dataset/splits/train/slice_2_img_205.npy,og_dataset/splits/train/slice_2_mask_205.npy,0.19924163818359375,0.09593963623046875,0.103302001953125,483.33966064453125,317285.10722845973,3612223.521920668,train
2,206,og_dataset/splits/train/slice_2_img_206.npy,og_dataset/splits/train/slice_2_mask_206.npy,0.4885406494140625,0.4242210388183594,0.06431961059570312,568.671630859375,332467.02220259875,3612223.521920668,train
2,207,og_dataset/splits/dev/slice_2_img_207.npy,og_dataset/splits/dev/slice_2_mask_207.npy,0.11688995361328125,0.10559463500976562,0.011295318603515625,450.12237548828125,347648.9371767377,3612223.521920668,dev
3,004,og_dataset/splits/test/slice_3_img_004.npy,og_dataset/splits/test/slice_3_mask_004.npy,0.120452880859375,0.08132553100585938,0.039127349853515625,352.69317626953125,654383.8369987063,3417196.0863031344,test
3,020,og_dataset/splits/train/slice_3_img_020.npy,og_dataset/splits/train/slice_3_mask_020.npy,0.11232376098632812,0.07912445068359375,0.033199310302734375,388.62750244140625,669565.8007761966,3432378.2589094033,train
3,023,og_dataset/splits/train/slice_3_img_023.npy,og_dataset/splits/train/slice_3_mask_023.npy,0.2684364318847656,0.21189498901367188,0.05654144287109375,420.3662414550781,715111.6921086676,3432378.2589094033,train
3,024,og_dataset/splits/test/slice_3_img_024.npy,og_dataset/splits/test/slice_3_mask_024.npy,0.5503387451171875,0.5186386108398438,0.03170013427734375,482.5137634277344,730293.6558861579,3432378.2589094033,test
3,030,og_dataset/splits/train/slice_3_img_030.npy,og_dataset/splits/train/slice_3_mask_030.npy,0.0,0.0,0.0,67.2110366821289,593655.9818887452,3447560.4315156722,train
3,036,og_dataset/splits/train/slice_3_img_036.npy,og_dataset/splits/train/slice_3_mask_036.npy,0.13344955444335938,0.09939193725585938,0.0340576171875,382.8717956542969,684747.7645536868,3447560.4315156722,train
3,039,og_dataset/splits/train/slice_3_img_039.npy,og_dataset/splits/train/slice_3_mask_039.npy,0.31805419921875,0.3149681091308594,0.003086090087890625,444.7955017089844,730293.6558861579,3447560.4315156722,train
3,040,og_dataset/splits/train/slice_3_img_040.npy,og_dataset/splits/train/slice_3_mask_040.npy,0.11216354370117188,0.09578704833984375,0.016376495361328125,429.2646179199219,745475.6196636481,3447560.4315156722,train
3,041,og_dataset/splits/train/slice_3_img_041.npy,og_dataset/splits/train/slice_3_mask_041.npy,0.1242523193359375,0.1143035888671875,0.00994873046875,458.0684509277344,760657.5834411385,3447560.4315156722,train
3,054,og_dataset/splits/train/slice_3_img_054.npy,og_dataset/splits/train/slice_3_mask_054.npy,0.366546630859375,0.3282051086425781,0.038341522216796875,450.64501953125,730293.6558861579,3462742.6041219407,train
3,055,og_dataset/splits/test/slice_3_img_055.npy,og_dataset/splits/test/slice_3_mask_055.npy,0.406158447265625,0.32907867431640625,0.07707977294921875,462.02239990234375,745475.6196636481,3462742.6041219407,test
3,056,og_dataset/splits/dev/slice_3_img_056.npy,og_dataset/splits/dev/slice_3_mask_056.npy,0.3769378662109375,0.3479347229003906,0.029003143310546875,495.19091796875,760657.5834411385,3462742.6041219407,dev
3,065,og_dataset/splits/dev/slice_3_img_065.npy,og_dataset/splits/dev/slice_3_mask_065.npy,0.0,0.0,0.0,253.1158905029297,669565.8007761966,3477924.7767282096,dev
3,070,og_dataset/splits/train/slice_3_img_070.npy,og_dataset/splits/train/slice_3_mask_070.npy,0.40350341796875,0.3725242614746094,0.030979156494140625,452.6805114746094,745475.6196636481,3477924.7767282096,train
3,071,og_dataset/splits/train/slice_3_img_071.npy,og_dataset/splits/train/slice_3_mask_071.npy,0.3677215576171875,0.3261451721191406,0.041576385498046875,482.03936767578125,760657.5834411385,3477924.7767282096,train
3,085,og_dataset/splits/test/slice_3_img_085.npy,og_dataset/splits/test/slice_3_mask_085.npy,0.16187286376953125,0.16054534912109375,0.0013275146484375,406.9984436035156,745475.6196636481,3493106.9493344785,test
3,086,og_dataset/splits/test/slice_3_img_086.npy,og_dataset/splits/test/slice_3_mask_086.npy,0.20743179321289062,0.1813201904296875,0.026111602783203125,442.0321044921875,760657.5834411385,3493106.9493344785,test
3,087,og_dataset/splits/train/slice_3_img_087.npy,og_dataset/splits/train/slice_3_mask_087.npy,0.2303314208984375,0.21432113647460938,0.016010284423828125,457.3768615722656,775839.5472186288,3493106.9493344785,train
3,097,og_dataset/splits/train/slice_3_img_097.npy,og_dataset/splits/train/slice_3_mask_097.npy,0.0,0.0,0.0,215.01461791992188,699929.7283311771,3508289.121940747,train
3,099,og_dataset/splits/train/slice_3_img_099.npy,og_dataset/splits/train/slice_3_mask_099.npy,0.0,0.0,0.0,282.44769287109375,730293.6558861579,3508289.121940747,train
3,101,og_dataset/splits/train/slice_3_img_101.npy,og_dataset/splits/train/slice_3_mask_101.npy,0.304229736328125,0.27393341064453125,0.03029632568359375,439.53857421875,760657.5834411385,3508289.121940747,train
3,102,og_dataset/splits/train/slice_3_img_102.npy,og_dataset/splits/train/slice_3_mask_102.npy,0.19221115112304688,0.1912689208984375,0.000942230224609375,438.1590270996094,775839.5472186288,3508289.121940747,train
3,103,og_dataset/splits/train/slice_3_img_103.npy,og_dataset/splits/train/slice_3_mask_103.npy,0.1328582763671875,0.13119888305664062,0.001659393310546875,425.8534851074219,791021.5109961191,3508289.121940747,train
3,104,og_dataset/splits/train/slice_3_img_104.npy,og_dataset/splits/train/slice_3_mask_104.npy,0.0,0.0,0.0,318.7774353027344,806203.4747736093,3508289.121940747,train
3,106,og_dataset/splits/train/slice_3_img_106.npy,og_dataset/splits/train/slice_3_mask_106.npy,0.0,0.0,0.0,117.72921752929688,608837.9456662355,3523471.294547016,train
3,112,og_dataset/splits/train/slice_3_img_112.npy,og_dataset/splits/train/slice_3_mask_112.npy,0.0,0.0,0.0,192.47018432617188,699929.7283311771,3523471.294547016,train
3,122,og_dataset/splits/test/slice_3_img_122.npy,og_dataset/splits/test/slice_3_mask_122.npy,0.0,0.0,0.0,129.4286346435547,624019.9094437258,3538653.4671532847,test
3,129,og_dataset/splits/train/slice_3_img_129.npy,og_dataset/splits/train/slice_3_mask_129.npy,0.0,0.0,0.0,258.13568115234375,730293.6558861579,3538653.4671532847,train
3,130,og_dataset/splits/train/slice_3_img_130.npy,og_dataset/splits/train/slice_3_mask_130.npy,0.0,0.0,0.0,239.68328857421875,745475.6196636481,3538653.4671532847,train
3,141,og_dataset/splits/test/slice_3_img_141.npy,og_dataset/splits/test/slice_3_mask_141.npy,0.0,0.0,0.0,182.9438934326172,684747.7645536868,3553835.6397595536,test
3,151,og_dataset/splits/train/slice_3_img_151.npy,og_dataset/splits/train/slice_3_mask_151.npy,0.0,0.0,0.0,122.36123657226562,608837.9456662355,3569017.8123658225,train
3,152,og_dataset/splits/train/slice_3_img_152.npy,og_dataset/splits/train/slice_3_mask_152.npy,0.0,0.0,0.0,125.53620910644531,624019.9094437258,3569017.8123658225,train
3,157,og_dataset/splits/train/slice_3_img_157.npy,og_dataset/splits/train/slice_3_mask_157.npy,0.0,0.0,0.0,175.76324462890625,699929.7283311771,3569017.8123658225,train
3,158,og_dataset/splits/train/slice_3_img_158.npy,og_dataset/splits/train/slice_3_mask_158.npy,0.0,0.0,0.0,192.86679077148438,715111.6921086676,3569017.8123658225,train
3,159,og_dataset/splits/train/slice_3_img_159.npy,og_dataset/splits/train/slice_3_mask_159.npy,0.0,0.0,0.0,231.8296356201172,730293.6558861579,3569017.8123658225,train
3,160,og_dataset/splits/train/slice_3_img_160.npy,og_dataset/splits/train/slice_3_mask_160.npy,0.0,0.0,0.0,245.3390350341797,745475.6196636481,3569017.8123658225,train
3,162,og_dataset/splits/train/slice_3_img_162.npy,og_dataset/splits/train/slice_3_mask_162.npy,0.0,0.0,0.0,258.3302001953125,775839.5472186288,3569017.8123658225,train
3,168,og_dataset/splits/train/slice_3_img_168.npy,og_dataset/splits/train/slice_3_mask_168.npy,0.0,0.0,0.0,119.53611755371094,639201.873221216,3584199.984972091,train
3,188,og_dataset/splits/train/slice_3_img_188.npy,og_dataset/splits/train/slice_3_mask_188.npy,0.0,0.0,0.0,202.10292053222656,715111.6921086676,3599382.15757836,train
3,190,og_dataset/splits/train/slice_3_img_190.npy,og_dataset/splits/train/slice_3_mask_190.npy,0.0,0.0,0.0,231.3025665283203,745475.6196636481,3599382.15757836,train
3,191,og_dataset/splits/dev/slice_3_img_191.npy,og_dataset/splits/dev/slice_3_mask_191.npy,0.0,0.0,0.0,230.97732543945312,760657.5834411385,3599382.15757836,dev
3,193,og_dataset/splits/train/slice_3_img_193.npy,og_dataset/splits/train/slice_3_mask_193.npy,0.0,0.0,0.0,122.9920654296875,791021.5109961191,3599382.15757836,train
4,106,og_dataset/splits/dev/slice_4_img_106.npy,og_dataset/splits/dev/slice_4_mask_106.npy,0.13560104370117188,0.12021255493164062,0.01538848876953125,449.4633483886719,585197.9494818653,3363571.3132253904,dev
4,121,og_dataset/splits/train/slice_4_img_121.npy,og_dataset/splits/train/slice_4_mask_121.npy,0.25115966796875,0.229156494140625,0.022003173828125,439.5198059082031,585197.9494818653,3378753.488322109,train
4,138,og_dataset/splits/train/slice_4_img_138.npy,og_dataset/splits/train/slice_4_mask_138.npy,0.12300491333007812,0.11192703247070312,0.011077880859375,435.6004943847656,615561.8821243523,3393935.663418828,train
4,151,og_dataset/splits/train/slice_4_img_151.npy,og_dataset/splits/train/slice_4_mask_151.npy,0.0,0.0,0.0,286.4676818847656,585197.9494818653,3409117.8385155466,train
4,154,og_dataset/splits/train/slice_4_img_154.npy,og_dataset/splits/train/slice_4_mask_154.npy,0.12427139282226562,0.12427139282226562,0.0,445.16009521484375,630743.8484455959,3409117.8385155466,train
4,167,og_dataset/splits/train/slice_4_img_167.npy,og_dataset/splits/train/slice_4_mask_167.npy,0.0,0.0,0.0,266.8630676269531,600379.9158031087,3424300.0136122652,train
4,174,og_dataset/splits/test/slice_4_img_174.npy,og_dataset/splits/test/slice_4_mask_174.npy,0.0,0.0,0.0,38.387367248535156,706653.6800518134,3424300.0136122652,test
4,180,og_dataset/splits/dev/slice_4_img_180.npy,og_dataset/splits/dev/slice_4_mask_180.npy,0.0,0.0,0.0,142.06988525390625,570015.9831606217,3439482.1887089843,dev
4,184,og_dataset/splits/train/slice_4_img_184.npy,og_dataset/splits/train/slice_4_mask_184.npy,0.0,0.0,0.0,291.8672180175781,630743.8484455959,3439482.1887089843,train
5,001,og_dataset/splits/train/slice_5_img_001.npy,og_dataset/splits/train/slice_5_mask_001.npy,0.0,0.0,0.0,350.1900634765625,215057.87354871276,3572896.0547526404,train
5,020,og_dataset/splits/test/slice_5_img_020.npy,og_dataset/splits/test/slice_5_mask_020.npy,0.0,0.0,0.0,401.2841796875,275785.5363452801,3588078.1642579213,test
5,046,og_dataset/splits/dev/slice_5_img_046.npy,og_dataset/splits/dev/slice_5_mask_046.npy,0.0,0.0,0.0,330.31842041015625,215057.87354871276,3618442.3832684825,dev
5,064,og_dataset/splits/test/slice_5_img_064.npy,og_dataset/splits/test/slice_5_mask_064.npy,0.12970352172851562,0.12970352172851562,0.0,482.8210754394531,260603.62064613833,3633624.492773763,test
5,110,og_dataset/splits/train/slice_5_img_110.npy,og_dataset/splits/train/slice_5_mask_110.npy,0.0,0.0,0.0,404.01141357421875,275785.5363452801,3679170.8212896055,train
5,111,og_dataset/splits/test/slice_5_img_111.npy,og_dataset/splits/test/slice_5_mask_111.npy,0.0,0.0,0.0,384.3279724121094,290967.452044422,3679170.8212896055,test
5,124,og_dataset/splits/train/slice_5_img_124.npy,og_dataset/splits/train/slice_5_mask_124.npy,0.13380050659179688,0.13380050659179688,0.0,494.14483642578125,260603.62064613833,3694352.9307948863,train
5,128,og_dataset/splits/train/slice_5_img_128.npy,og_dataset/splits/train/slice_5_mask_128.npy,0.0,0.0,0.0,427.99725341796875,321331.28344270575,3694352.9307948863,train
5,157,og_dataset/splits/test/slice_5_img_157.npy,og_dataset/splits/test/slice_5_mask_157.npy,0.0,0.0,0.0,405.6301574707031,306149.36774356384,3724717.1498054476,test
5,160,og_dataset/splits/train/slice_5_img_160.npy,og_dataset/splits/train/slice_5_mask_160.npy,0.0,0.0,0.0,390.3367004394531,351695.1148409894,3724717.1498054476,train
5,166,og_dataset/splits/train/slice_5_img_166.npy,og_dataset/splits/train/slice_5_mask_166.npy,0.102783203125,0.102783203125,0.0,459.54437255859375,215057.87354871276,3739899.259310728,train
5,203,og_dataset/splits/train/slice_5_img_203.npy,og_dataset/splits/train/slice_5_mask_203.npy,0.0,0.0,0.0,3.6448681354522705,321331.28344270575,3770263.4783212896,train
6,010,og_dataset/splits/dev/slice_6_img_010.npy,og_dataset/splits/dev/slice_6_mask_010.npy,0.0,0.0,0.0,271.0919189453125,520835.30963302753,3731296.0657118787,dev
6,022,og_dataset/splits/train/slice_6_img_022.npy,og_dataset/splits/train/slice_6_mask_022.npy,0.13077926635742188,0.09057235717773438,0.0402069091796875,396.8893127441406,475289.50688073394,3746478.1971356357,train
6,025,og_dataset/splits/dev/slice_6_img_025.npy,og_dataset/splits/dev/slice_6_mask_025.npy,0.13568115234375,0.13568115234375,0.0,398.25762939453125,520835.30963302753,3746478.1971356357,dev
